vector_id,step,method,log_score
2,49,gradient_ascent,-3.0623397827148438
2,0,ess,-22.752431869506836
2,1,ess,-1.6341028213500977
2,2,ess,-1.3627345561981201
2,3,ess,-1.4435104131698608
2,4,ess,-1.3950307369232178
2,5,ess,-0.12010747194290161
2,6,ess,-0.04282088205218315
2,7,ess,-1.1234087944030762
2,8,ess,-2.072596311569214
2,9,ess,-0.15608865022659302
2,10,ess,-0.7533247470855713
2,11,ess,-0.6382299661636353
2,12,ess,-2.739185094833374
2,13,ess,-0.20825736224651337
2,14,ess,-0.15049998462200165
2,15,ess,-0.1052662655711174
2,16,ess,-0.06068611517548561
2,17,ess,-0.05476011335849762
2,18,ess,-0.03200307860970497
2,19,ess,-0.30233973264694214
2,20,ess,-0.033505264669656754
2,21,ess,-1.017439842224121
2,22,ess,-0.1869068741798401
2,23,ess,-1.0688806772232056
2,24,ess,-0.014970159158110619
2,25,ess,-1.764301061630249
2,26,ess,-0.2881956100463867
2,27,ess,-0.435927152633667
2,28,ess,-0.7440694570541382
2,29,ess,-0.5179514288902283
2,30,ess,-0.19437502324581146
2,31,ess,-0.008429467678070068
2,32,ess,-1.4607025384902954
2,33,ess,-2.0365631580352783
2,34,ess,-1.8054795265197754
2,35,ess,-1.8920519351959229
2,36,ess,-3.4446332454681396
2,37,ess,-0.7781729698181152
2,38,ess,-0.009109504520893097
2,39,ess,-0.09393257647752762
2,40,ess,-1.826009750366211
2,41,ess,-0.009847691282629967
2,42,ess,-0.00013412931002676487
2,43,ess,-0.035676002502441406
2,44,ess,-2.255645513534546
2,45,ess,-0.5387241244316101
2,46,ess,-0.12712669372558594
2,47,ess,-0.19994418323040009
2,48,ess,-0.13456346094608307
2,49,ess,-0.016302624717354774
3,0,gradient_ascent,-6518.29541015625
3,1,gradient_ascent,-4128.119140625
3,2,gradient_ascent,-2300.890380859375
3,3,gradient_ascent,-1031.2550048828125
3,4,gradient_ascent,-289.3596496582031
3,5,gradient_ascent,-9.56883430480957
3,6,gradient_ascent,-83.187255859375
3,7,gradient_ascent,-365.5426940917969
3,8,gradient_ascent,-703.9035034179688
3,9,gradient_ascent,-975.4107055664062
3,10,gradient_ascent,-1111.8692626953125
3,11,gradient_ascent,-1100.033935546875
3,12,gradient_ascent,-965.6261596679688
3,13,gradient_ascent,-754.2579345703125
3,14,gradient_ascent,-516.2392578125
3,15,gradient_ascent,-296.3813171386719
3,16,gradient_ascent,-127.74205780029297
3,17,gradient_ascent,-28.30328941345215
3,18,gradient_ascent,-0.16778409481048584
3,19,gradient_ascent,-31.289100646972656
3,20,gradient_ascent,-99.64737701416016
3,21,gradient_ascent,-179.18667602539062
3,22,gradient_ascent,-246.109619140625
3,23,gradient_ascent,-283.8666687011719
3,24,gradient_ascent,-285.6575012207031
3,25,gradient_ascent,-254.20724487304688
3,26,gradient_ascent,-199.42770385742188
3,27,gradient_ascent,-134.95762634277344
3,28,gradient_ascent,-74.55081176757812
3,29,gradient_ascent,-29.047035217285156
3,30,gradient_ascent,-4.407718658447266
3,31,gradient_ascent,-1.0610074996948242
3,32,gradient_ascent,-14.556281089782715
3,33,gradient_ascent,-37.27400207519531
3,34,gradient_ascent,-60.695228576660156
3,35,gradient_ascent,-77.60967254638672
3,36,gradient_ascent,-83.6990737915039
3,37,gradient_ascent,-78.16509246826172
3,38,gradient_ascent,-63.370513916015625
3,39,gradient_ascent,-43.73922348022461
3,40,gradient_ascent,-24.30463981628418
3,41,gradient_ascent,-9.32095718383789
3,42,gradient_ascent,-1.2749805450439453
3,43,gradient_ascent,-0.492819607257843
3,44,gradient_ascent,-5.3681769371032715
3,45,gradient_ascent,-13.076153755187988
3,46,gradient_ascent,-20.521373748779297
3,47,gradient_ascent,-25.22779655456543
3,48,gradient_ascent,-25.929269790649414
3,49,gradient_ascent,-22.73343849182129
3,0,ess,-4823.2470703125
3,1,ess,-8.703516960144043
3,2,ess,-0.7065041661262512
3,3,ess,-0.06384613364934921
3,4,ess,-1.914872169494629
3,5,ess,-0.009387574158608913
3,6,ess,-0.2819834351539612
3,7,ess,-0.15509554743766785
3,8,ess,-1.299233317375183
3,9,ess,-0.041744694113731384
3,10,ess,-0.8595872521400452
3,11,ess,-0.14108887314796448
3,12,ess,-0.10914304107427597
3,13,ess,-0.21463517844676971
3,14,ess,-0.30467668175697327
3,15,ess,-0.6044946312904358
3,16,ess,-0.9290693998336792
3,17,ess,-0.0011994887609034777
3,18,ess,-0.8026312589645386
3,19,ess,-0.4968554675579071
3,20,ess,-0.15737535059452057
3,21,ess,-0.22328133881092072
3,22,ess,-0.04695458337664604
3,23,ess,-0.3390979468822479
3,24,ess,-0.21570394933223724
3,25,ess,-0.8241263031959534
3,26,ess,-0.29133737087249756
3,27,ess,-0.5429434180259705
3,28,ess,-0.08362330496311188
3,29,ess,-0.056443944573402405
3,30,ess,-0.013982586562633514
3,31,ess,-0.11532530188560486
3,32,ess,-0.009317480958998203
3,33,ess,-0.010608346201479435
3,34,ess,-0.06348806619644165
3,35,ess,-0.3756835460662842
3,36,ess,-1.0710272789001465
3,37,ess,-0.009089854545891285
3,38,ess,-1.3391203880310059
3,39,ess,-0.05141010880470276
3,40,ess,-0.13373073935508728
3,41,ess,-0.028411196544766426
3,42,ess,-0.15407565236091614
3,43,ess,-0.4500637650489807
3,44,ess,-0.0019439519383013248
3,45,ess,-0.41207364201545715
3,46,ess,-0.11000169813632965
3,47,ess,-0.5927068591117859
3,48,ess,-0.0002547437325119972
3,49,ess,-1.1719145774841309
4,0,gradient_ascent,-16959.748046875
4,1,gradient_ascent,-12937.71875
4,2,gradient_ascent,-9477.806640625
4,3,gradient_ascent,-6584.72607421875
4,4,gradient_ascent,-4254.96240234375
4,5,gradient_ascent,-2474.08984375
4,6,gradient_ascent,-1213.81787109375
4,7,gradient_ascent,-429.31561279296875
4,8,gradient_ascent,-57.66075134277344
4,9,gradient_ascent,-18.63067054748535
4,10,gradient_ascent,-218.90325927734375
4,11,gradient_ascent,-559.90625
4,12,gradient_ascent,-948.0809936523438
4,13,gradient_ascent,-1304.9775390625
4,14,gradient_ascent,-1574.4345703125
4,15,gradient_ascent,-1725.2515869140625
4,16,gradient_ascent,-1749.5333251953125
4,17,gradient_ascent,-1658.095458984375
4,18,gradient_ascent,-1474.615234375
4,19,gradient_ascent,-1229.811279296875
4,20,gradient_ascent,-956.3883666992188
4,21,gradient_ascent,-685.0101928710938
4,22,gradient_ascent,-441.34869384765625
4,23,gradient_ascent,-244.1427764892578
4,24,gradient_ascent,-104.20482635498047
4,25,gradient_ascent,-24.323902130126953
4,26,gradient_ascent,-0.001835837960243225
4,27,gradient_ascent,-20.91953468322754
4,28,gradient_ascent,-72.94529724121094
4,29,gradient_ascent,-140.42002868652344
4,30,gradient_ascent,-208.39767456054688
4,31,gradient_ascent,-264.5262451171875
4,32,gradient_ascent,-300.3265686035156
4,33,gradient_ascent,-311.75018310546875
4,34,gradient_ascent,-299.0333251953125
4,35,gradient_ascent,-265.9706115722656
4,36,gradient_ascent,-218.80438232421875
4,37,gradient_ascent,-164.948974609375
4,38,gradient_ascent,-111.74650573730469
4,39,gradient_ascent,-65.42008209228516
4,40,gradient_ascent,-30.33641815185547
4,41,gradient_ascent,-8.63522720336914
4,42,gradient_ascent,-0.23179326951503754
4,43,gradient_ascent,-3.146217107772827
4,44,gradient_ascent,-14.073488235473633
4,45,gradient_ascent,-29.079734802246094
4,46,gradient_ascent,-44.30190658569336
4,47,gradient_ascent,-56.54002380371094
4,48,gradient_ascent,-63.660301208496094
4,49,gradient_ascent,-64.7685317993164
4,0,ess,-7812.080078125
4,1,ess,-1002.8848876953125
4,2,ess,-82.93109893798828
4,3,ess,-13.068374633789062
4,4,ess,-2.5354692935943604
4,5,ess,-2.175328016281128
4,6,ess,-0.033494092524051666
4,7,ess,-0.2532990872859955
4,8,ess,-0.29133737087249756
4,9,ess,-0.07077974081039429
4,10,ess,-0.5708506107330322
4,11,ess,-0.5835735201835632
4,12,ess,-0.6338308453559875
4,13,ess,-0.03093392588198185
4,14,ess,-0.004684485029429197
4,15,ess,-0.20394866168498993
4,16,ess,-0.31258124113082886
4,17,ess,-0.028123866766691208
4,18,ess,-0.1267651617527008
4,19,ess,-0.758000373840332
4,20,ess,-0.014975760132074356
4,21,ess,-0.31552281975746155
4,22,ess,-0.0036364197731018066
4,23,ess,-0.0680103600025177
4,24,ess,-0.17254886031150818
4,25,ess,-0.025952721014618874
4,26,ess,-0.11352136731147766
4,27,ess,-0.4882402718067169
4,28,ess,-0.973686158657074
4,29,ess,-0.14761631190776825
4,30,ess,-0.020124532282352448
4,31,ess,-0.2528500258922577
4,32,ess,-0.009573286399245262
4,33,ess,-0.0611984059214592
4,34,ess,-0.14464734494686127
4,35,ess,-0.08905674517154694
4,36,ess,-0.1670723259449005
4,37,ess,-0.024337828159332275
4,38,ess,-0.004652165807783604
4,39,ess,-0.015958640724420547
4,40,ess,-6.466382183134556e-05
4,41,ess,-0.3494022786617279
4,42,ess,-0.33877813816070557
4,43,ess,-0.016038736328482628
4,44,ess,-0.4052407741546631
4,45,ess,-0.1583210825920105
4,46,ess,-0.7951438426971436
4,47,ess,-1.8937524557113647
4,48,ess,-0.0028350879438221455
4,49,ess,-0.04495932161808014
5,0,gradient_ascent,-26729.576171875
5,1,gradient_ascent,-21610.861328125
5,2,gradient_ascent,-17053.634765625
5,3,gradient_ascent,-13064.490234375
5,4,gradient_ascent,-9644.7021484375
5,5,gradient_ascent,-6788.86376953125
5,6,gradient_ascent,-4483.39111328125
5,7,gradient_ascent,-2704.994384765625
5,8,gradient_ascent,-1419.3685302734375
5,9,gradient_ascent,-580.353271484375
5,10,gradient_ascent,-130.0251007080078
5,11,gradient_ascent,-0.05873241648077965
5,12,gradient_ascent,-114.63904571533203
5,13,gradient_ascent,-394.8523254394531
5,14,gradient_ascent,-764.0670776367188
5,15,gradient_ascent,-1153.4520263671875
5,16,gradient_ascent,-1506.6275634765625
5,17,gradient_ascent,-1782.658935546875
5,18,gradient_ascent,-1957.0404052734375
5,19,gradient_ascent,-2020.781005859375
5,20,gradient_ascent,-1978.09814453125
5,21,gradient_ascent,-1843.28857421875
5,22,gradient_ascent,-1637.349853515625
5,23,gradient_ascent,-1384.73681640625
5,24,gradient_ascent,-1110.517333984375
5,25,gradient_ascent,-838.0326538085938
5,26,gradient_ascent,-587.1361083984375
5,27,gradient_ascent,-372.98150634765625
5,28,gradient_ascent,-205.37388610839844
5,29,gradient_ascent,-88.6328353881836
5,30,gradient_ascent,-21.934335708618164
5,31,gradient_ascent,-0.060434527695178986
5,32,gradient_ascent,-14.467985153198242
5,33,gradient_ascent,-54.556175231933594
5,34,gradient_ascent,-108.99652099609375
5,35,gradient_ascent,-166.98135375976562
5,36,gradient_ascent,-219.2664337158203
5,37,gradient_ascent,-258.91156005859375
5,38,gradient_ascent,-281.66900634765625
5,39,gradient_ascent,-286.02691650390625
5,40,gradient_ascent,-272.9380187988281
5,41,gradient_ascent,-245.31959533691406
5,42,gradient_ascent,-207.40948486328125
5,43,gradient_ascent,-164.0663299560547
5,44,gradient_ascent,-120.11405181884766
5,45,gradient_ascent,-79.77883911132812
5,46,gradient_ascent,-46.28165817260742
5,47,gradient_ascent,-21.605985641479492
5,48,gradient_ascent,-6.440950870513916
5,49,gradient_ascent,-0.28747931122779846
5,0,ess,-255.4603729248047
5,1,ess,-34.37466812133789
5,2,ess,-19.620576858520508
5,3,ess,-3.534820079803467
5,4,ess,-0.6360437273979187
5,5,ess,-0.4567834138870239
5,6,ess,-0.8111979365348816
5,7,ess,-0.14229504764080048
5,8,ess,-0.5370119214057922
5,9,ess,-0.5091162919998169
5,10,ess,-2.054731607437134
5,11,ess,-0.01220610924065113
5,12,ess,-0.016727153211832047
5,13,ess,-1.077994704246521
5,14,ess,-0.2594411373138428
5,15,ess,-0.2240860015153885
5,16,ess,-1.6980512142181396
5,17,ess,-0.24754178524017334
5,18,ess,-0.03258439153432846
5,19,ess,-0.09637066721916199
5,20,ess,-0.6811172962188721
5,21,ess,-1.1028989553451538
5,22,ess,-0.0006127392407506704
5,23,ess,-0.35078364610671997
5,24,ess,-0.39037707448005676
5,25,ess,-0.31744566559791565
5,26,ess,-0.7561880946159363
5,27,ess,-0.7844986915588379
5,28,ess,-0.007490530610084534
5,29,ess,-5.702546332031488e-06
5,30,ess,-0.006756691262125969
5,31,ess,-0.022224359214305878
5,32,ess,-0.05826003476977348
5,33,ess,-0.19719719886779785
5,34,ess,-0.0006726826541125774
5,35,ess,-0.09962829202413559
5,36,ess,-0.33598628640174866
5,37,ess,-0.7953615188598633
5,38,ess,-0.003264583647251129
5,39,ess,-0.00024989619851112366
5,40,ess,-0.014702524989843369
5,41,ess,-0.010710746981203556
5,42,ess,-0.1445429027080536
5,43,ess,-0.818622350692749
5,44,ess,-0.14067649841308594
5,45,ess,-0.5403324365615845
5,46,ess,-0.04997410625219345
5,47,ess,-0.023496592417359352
5,48,ess,-0.9622318148612976
5,49,ess,-0.3870948851108551
6,0,gradient_ascent,-30.749034881591797
6,1,gradient_ascent,-119.691162109375
6,2,gradient_ascent,-24.886945724487305
6,3,gradient_ascent,-10.513238906860352
6,4,gradient_ascent,-56.40528869628906
6,5,gradient_ascent,-40.003849029541016
6,6,gradient_ascent,-4.5524373054504395
6,7,gradient_ascent,-6.507030010223389
6,8,gradient_ascent,-29.312362670898438
6,9,gradient_ascent,-29.181814193725586
6,10,gradient_ascent,-9.517995834350586
6,11,gradient_ascent,-0.06644761562347412
6,12,gradient_ascent,-9.955798149108887
6,13,gradient_ascent,-19.585580825805664
6,14,gradient_ascent,-14.075005531311035
6,15,gradient_ascent,-2.729130506515503
6,16,gradient_ascent,-0.8234269022941589
6,17,gradient_ascent,-8.181305885314941
6,18,gradient_ascent,-11.977824211120605
6,19,gradient_ascent,-6.7996039390563965
6,20,gradient_ascent,-0.619192898273468
6,21,gradient_ascent,-1.4135829210281372
6,22,gradient_ascent,-6.229074954986572
6,23,gradient_ascent,-7.005817890167236
6,24,gradient_ascent,-2.843730926513672
6,25,gradient_ascent,-0.011912042275071144
6,26,gradient_ascent,-1.8873324394226074
6,27,gradient_ascent,-4.556181907653809
6,28,gradient_ascent,-3.628133773803711
6,29,gradient_ascent,-0.7552927136421204
6,30,gradient_ascent,-0.20757551491260529
6,31,gradient_ascent,-2.130906820297241
6,32,gradient_ascent,-2.948780059814453
6,33,gradient_ascent,-1.3765652179718018
6,34,gradient_ascent,-0.020069371908903122
6,35,gradient_ascent,-0.7454192042350769
6,36,gradient_ascent,-1.8865045309066772
6,37,gradient_ascent,-1.4103193283081055
6,38,gradient_ascent,-0.20372819900512695
6,39,gradient_ascent,-0.19073259830474854
6,40,gradient_ascent,-1.064483880996704
6,41,gradient_ascent,-1.131923794746399
6,42,gradient_ascent,-0.3175402283668518
6,43,gradient_ascent,-0.030644763261079788
6,44,gradient_ascent,-0.5741525888442993
6,45,gradient_ascent,-0.8065183162689209
6,46,gradient_ascent,-0.31338366866111755
6,47,gradient_ascent,-0.0016722828149795532
6,48,gradient_ascent,-0.31975388526916504
6,49,gradient_ascent,-0.5479808449745178
6,0,ess,-12.697223663330078
6,1,ess,-5.568054676055908
6,2,ess,-5.922749996185303
6,3,ess,-4.560123920440674
6,4,ess,-4.255165100097656
6,5,ess,-1.563930869102478
6,6,ess,-2.1810367107391357
6,7,ess,-0.08884740620851517
6,8,ess,-0.8530919551849365
6,9,ess,-1.3714677095413208
6,10,ess,-0.3751693367958069
6,11,ess,-1.4519926309585571
6,12,ess,-1.018841028213501
6,13,ess,-0.1273035705089569
6,14,ess,-0.2922729253768921
6,15,ess,-0.10831788182258606
6,16,ess,-0.08802155405282974
6,17,ess,-0.476034939289093
6,18,ess,-0.03706400468945503
6,19,ess,-0.002758028684183955
6,20,ess,-0.1261899471282959
6,21,ess,-0.43732866644859314
6,22,ess,-0.0007401893381029367
6,23,ess,-0.0031257271766662598
6,24,ess,-0.026810213923454285
6,25,ess,-0.001746723661199212
6,26,ess,-0.507854163646698
6,27,ess,-0.00664801150560379
6,28,ess,-0.059234555810689926
6,29,ess,-0.2167256474494934
6,30,ess,-0.13184025883674622
6,31,ess,-0.14147888123989105
6,32,ess,-0.4146537780761719
6,33,ess,-0.013681103475391865
6,34,ess,-0.16782784461975098
6,35,ess,-1.912212610244751
6,36,ess,-1.2217997312545776
6,37,ess,-0.5773133635520935
6,38,ess,-0.9962041974067688
6,39,ess,-1.3083630800247192
6,40,ess,-0.02939694933593273
6,41,ess,-0.0013776719570159912
6,42,ess,-0.2487960159778595
6,43,ess,-0.1149706244468689
6,44,ess,-0.00756201334297657
6,45,ess,-0.3642495274543762
6,46,ess,-0.4772200584411621
6,47,ess,-0.6834490299224854
6,48,ess,-0.0007970782462507486
6,49,ess,-0.42860373854637146
7,0,gradient_ascent,-4095.09765625
7,1,gradient_ascent,-2256.956787109375
7,2,gradient_ascent,-981.2520751953125
7,3,gradient_ascent,-250.5592498779297
7,4,gradient_ascent,-2.5739054679870605
7,5,gradient_ascent,-111.99263000488281
7,6,gradient_ascent,-398.75469970703125
7,7,gradient_ascent,-681.3776245117188
7,8,gradient_ascent,-841.7196655273438
7,9,gradient_ascent,-846.1260375976562
7,10,gradient_ascent,-722.2752685546875
7,11,gradient_ascent,-525.8275146484375
7,12,gradient_ascent,-316.04833984375
7,13,gradient_ascent,-141.62965393066406
7,14,gradient_ascent,-33.164310455322266
7,15,gradient_ascent,-0.0448138453066349
7,16,gradient_ascent,-31.437875747680664
7,17,gradient_ascent,-101.63365936279297
7,18,gradient_ascent,-179.0022735595703
7,19,gradient_ascent,-235.8881378173828
7,20,gradient_ascent,-255.919189453125
7,21,gradient_ascent,-236.5433807373047
7,22,gradient_ascent,-186.96981811523438
7,23,gradient_ascent,-123.31500244140625
7,24,gradient_ascent,-62.985679626464844
7,25,gradient_ascent,-19.813474655151367
7,26,gradient_ascent,-0.8740492463111877
7,27,gradient_ascent,-5.483691215515137
7,28,gradient_ascent,-26.432222366333008
7,29,gradient_ascent,-52.969505310058594
7,30,gradient_ascent,-74.52215576171875
